LULC_Type,NDVI,EVI,GNDVI,NDWI,NDMI
Snow/Ice,-0.14100973463184063,-0.014092565484305212,-0.4250024512412807,-0.5557716085553738,-0.5923669326950189
Open Forest,0.5585764426093118,0.5568334430251137,0.6515740672742428,0.0005430078979328234,0.2849938006320063
Water Bodies,-0.28804108464615213,-0.030799254811431392,-0.21124588180525883,0.7346146174559373,-0.24393911685418285
Urban/Built-up,0.00014277645132854122,-0.07723798606110202,0.09961700330502024,-0.25348822303568297,-0.013905072468423665
Water Bodies,-0.16106705313610725,0.008986935715018907,-0.326001873382208,0.6497618741389428,-0.3466738654544933
Dense Forest,0.8351711685658035,0.6570473335783431,0.6573556727420851,-0.10186132192841911,0.3241266640624924
Open Forest,0.7881775245052081,0.5361566791301727,0.4671205306885363,-0.10521942273045493,0.3979255062368673
Cropland,0.74437527285895,0.4848197885598593,0.7016788089343141,0.024482380278027724,0.08692442325308249
Cropland,0.5151951816539901,0.2445626833102846,0.4152821943623344,-0.06455294643203263,0.23995400176887582
Water Bodies,-0.13832791916505133,-0.09817194627044998,-0.17127953860008627,0.554693179222131,-0.40776995584183406
Shrubland,0.352672517933854,0.33070849514520995,0.3659449080638006,0.24336200780912282,0.15687299165282986
Cropland,0.5742500812943863,0.6104418117756144,0.26706624802069995,0.14090574995002358,0.3235980789630175
Dense Forest,0.9236072254779161,0.6775120062516277,0.7317837102003115,0.0511098955724609,0.32837196483546155
Grassland,0.4929138852239987,0.5635892222442249,0.5700319421479103,-0.14749554220436398,0.2639279824375965
Urban/Built-up,0.2311860024015273,-0.049184942120323955,0.009690807242575275,-0.1389876222207966,0.049898424473939294
Cropland,0.2955709200197741,0.4011991368722932,0.45371573713531965,-0.1616195554787247,0.016349542233416864
Dense Forest,0.9306878752101929,0.7232209041877791,0.75738631317805,-0.060817138246507384,0.303878922448077
Water Bodies,-0.05823619123228764,-0.08489488627485756,-0.3006553166818189,0.7916668864665327,-0.4788581179240903
Open Forest,0.5866235655892112,0.5145963674220985,0.5349105849350433,0.11325014802004865,0.39347437111172073
Wetland,0.358349204525199,0.3395630212855433,0.4979504989622017,0.6088790696734707,0.41609211490729076
Dense Forest,0.713091225668022,0.47014166192931606,0.729613918973698,-0.03569917834983838,0.37260085525235725
Cropland,0.24139900368901407,0.5361420349508683,0.5568769455749982,0.03575530673090515,-0.05463804360411506
Shrubland,0.38082156035988735,0.3706510391634204,0.38822548574716437,-0.02021182890149524,0.11840721311465073
Open Forest,0.5928739971427713,0.6141201661114254,0.6767809119495214,0.15090095122767583,0.20452031200899706
Open Forest,0.7180368461390663,0.4361303881640172,0.4716474479436966,-0.155542626556127,0.21442168166057535
Grassland,0.7241091752717201,0.4154237718996375,0.6209007162083812,-0.18106877485461978,0.15028562610571083
Water Bodies,-0.08329802331774151,-0.07470703111238641,-0.11956002730681861,0.30461948998997534,-0.3647735073444467
Cropland,0.20559038991827636,0.48056322619524294,0.2943866501341089,-0.06819548343839953,0.17636587559301856
Water Bodies,-0.08806501441933173,0.005745467576236368,0.05430926163252685,0.44470902410050817,-0.2223645136413185
Shrubland,0.3971512494522039,0.35998654664603047,0.2771504570627169,0.03495883712728358,0.17446195013057686
Bare Soil,0.09615209199872628,-0.044589310762021675,-0.06269526985995451,-0.31678546645990807,0.06466701291974439
Shrubland,0.46237840165336397,0.44841087342632036,0.3605980201897751,-0.006957794074877788,0.1155200633790972
Snow/Ice,-0.30557594942175337,-0.3014361658108338,-0.2451765417302722,-0.3277170272587128,-0.4617029515397633
Open Forest,0.6632010206034037,0.546958616270166,0.671894661147593,-0.024920568473478732,0.24821070588829403
Open Forest,0.7103717459299943,0.6401806016221859,0.4893383054322548,-0.0008977264471189822,0.15666157982874085
Dense Forest,0.8658911048210658,0.6887550518340608,0.7119832747432088,-0.15871371639146536,0.2931800567865291
Bare Soil,-0.04910355532594292,0.03800428952281873,-0.07077127413210255,-0.42062504252307575,-0.28627396015937284
Urban/Built-up,-0.03871035051249201,0.07790840920971849,-0.06689917631396755,-0.18294226126629148,-0.2808304728344981
Dense Forest,0.7492720756067588,0.7581120881508145,0.7381705791432169,0.03364382838819538,0.4519887242263228
Dense Forest,0.8729574519536266,0.4971205520119555,0.6956647418494064,-0.12884127428721906,0.2952982056096149
Water Bodies,-0.11580309040310766,-0.060983007705413025,-0.1396222245791336,0.7438240036855467,-0.394137331769838
Shrubland,0.35326445452591504,0.44828379744172275,0.43104194257749834,0.015334945333283737,0.08042102354815109
Snow/Ice,-0.07598900403070674,-0.02866062841643889,-0.13625019852759157,-0.4561691104646942,-0.27082991739706774
Urban/Built-up,-0.1354182748987468,0.01770973996289959,-0.045228383417540874,-0.36003256082942686,-0.06768681116088285
Shrubland,0.446958784238112,0.31338132984841194,0.4287796922420585,-0.042553787483093755,0.2131110002381689
Cropland,0.5078009303256771,0.23376094129366526,0.4866126432849961,-0.06127753984610884,-0.01870438373622446
Dense Forest,0.7960063724267098,0.7210308547890973,0.6207265894731726,0.02344783730766029,0.3449540800168562
Grassland,0.38432385672279973,0.45950722870912325,0.5053410440599807,0.06784994903257995,0.3882668900163603
Shrubland,0.43864122615929263,0.5318422252636822,0.35757976820594134,-0.03514204705575526,0.14484325975302922
Shrubland,0.6035897203795398,0.28834415290130366,0.3876387024582789,0.10562863465390879,0.30585724043434226
Water Bodies,-0.3268279988377351,-0.16905288039887453,-0.0425153106323822,0.4054807335019664,-0.41308341833379114
Dense Forest,0.7836974332701938,0.5811126497971598,0.80594209788263,-0.1881264261215757,0.4097401669802748
Urban/Built-up,0.08172195672219622,-0.06304698167881194,-0.01842599557128906,-0.3177957561394053,-0.1526180588272715
Water Bodies,-0.25638735031875237,-0.061637961008474004,-0.30664590360805244,0.5721749512535375,-0.29535086061360033
Open Forest,0.5379865784833029,0.5574384285365667,0.5739687467958576,0.07916827810073647,0.4121385358046586
Wetland,0.7241415814506623,0.577546210294336,0.41191259043902284,0.03221795593893116,0.46336456471573023
Dense Forest,0.757390136297589,0.5941580849710348,0.7993380088520293,0.018237519747163713,0.3429491156923387
Cropland,0.5765735800311312,0.6371044434677267,0.6279980899824408,-0.06493543054215191,0.036824934926187915
Grassland,0.5859913761701823,0.37633646160709217,0.4813236559249944,-0.20032779958850666,0.14763838701711787
Cropland,0.8013803431345727,0.4963231798362831,0.34312884311942454,-0.0034185596208970853,0.2536235712102548
Shrubland,0.6038601765553534,0.3075338037827042,0.3995704836304328,-0.07765681914823,0.38167193558137524
Shrubland,0.533309750303558,0.43663432421476356,0.3893496900392294,-0.0066923447949219575,0.2688364936392693
Shrubland,0.5332013150549957,0.3470232434277978,0.3817146822468026,0.034507595488533466,0.24741780728533824
Wetland,0.45358504260396143,0.3721698156626498,0.4304850247053805,0.5614442487063078,0.47064106672939626
Bare Soil,0.06788250856787818,0.07172802831219131,0.1315885782564347,-0.18485624814018403,-0.3710834858738083
Bare Soil,0.2186401159586558,0.04338236901092767,0.08616490524947781,-0.3929862481576175,-0.21901107370750214
Bare Soil,0.0229825473932269,0.07157912790094909,-0.011943702727912758,-0.35172177399863563,-0.0669269260463401
Wetland,0.30649437540504504,0.44652390570893213,0.43216993455045855,0.27380189224172574,0.44529824082772207
Dense Forest,0.8654523283903256,0.7656675857711959,0.6650683684606379,-0.23638775152508062,0.39268147138316273
Shrubland,0.5118081681601657,0.36080480065430426,0.44205731737453563,0.035316166539087854,0.25753621860945736
Grassland,0.5674113113327158,0.28864327993048494,0.4336614568841416,-0.3464994197537789,0.10878388826858192
Wetland,0.5701516455251556,0.4375781458256849,0.3116225802983572,0.427257264657412,0.32028092434702066
Bare Soil,0.027236297472060085,0.11668739215681374,-0.16127843408716686,-0.4629004747933228,-0.1802929099008113
Bare Soil,0.11408717655544665,-0.0010960030925731383,0.06367869419685353,-0.22049469094550067,-0.27735240924018034
Bare Soil,0.021374856998704977,-0.12106806685863253,0.14716179146198705,-0.2564291906370248,-0.22574312834741106
Dense Forest,0.7962731067496052,0.4687758626584702,0.5218679334105263,-0.05125326179411609,0.2251345100315365
Cropland,0.3309614942976835,0.28778040515952075,0.6605550120761494,0.0413786374600718,0.059831253086738506
Cropland,0.4264920598583628,0.13225293603729976,0.15630498306313592,-0.1740505973912707,0.2238756342240711
Water Bodies,-0.11509034658437713,-0.03268140709546088,-0.16119510305767004,0.6941429012054185,-0.3218480364341325
Urban/Built-up,0.17156297829635425,0.09038176691092245,0.20181482479734564,-0.4108219924229062,0.004419679236452284
Open Forest,0.7286955153704898,0.5834508095323746,0.488865166545813,0.12434209132023788,0.20644881364086332
Open Forest,0.62494604987089,0.5380500072864093,0.6541674450328543,-0.18128567807948864,0.31555138192403603
Bare Soil,-0.0014441958593231705,0.09889153243325315,0.03307007204625621,-0.2353693727380082,-0.30997421802655284
Wetland,0.4028075004782702,0.30441721259622645,0.3287667841930325,0.14748719337308444,0.3444633074448008
Open Forest,0.6792811875337125,0.388223668317996,0.5967215709633856,0.06074017107690112,0.2258682815771758
Cropland,0.34868972497584133,0.21286312654830516,0.3129910890238452,-0.1963201479385847,0.13594579086836908
Urban/Built-up,0.1061833119571636,0.21515824108285714,0.007257353098570507,-0.3040546716643374,-0.019594221714532165
Grassland,0.5071943236659342,0.5187289948623679,0.4610604595051327,0.0503743289949528,0.24949986123991458
Dense Forest,0.8415039908137114,0.6236987847691625,0.7616782500807836,-0.24547608490658787,0.4066059729202729
Water Bodies,-0.14369958605458225,-0.14297675034828827,-0.22090039843940393,0.5066710274124366,-0.15747181068113825
Grassland,0.42400628690758185,0.5536781411642929,0.49693238588418853,-0.1658019261316922,0.1254908471933557
Bare Soil,-0.006588812202149068,-0.008382505709975438,-0.04395964847637944,-0.2478789921917006,-0.040753752990474325
Dense Forest,0.7343804755090079,0.4057055844560672,0.8354664375426663,-0.04189403283357067,0.20732489722030317
Open Forest,0.4657739607260226,0.4881747343232299,0.63777873868249,-0.2550895937594716,0.46574911749143566
Grassland,0.7245016618111684,0.312765684129127,0.5354500670241913,-0.15105489120037913,0.16368051422924207
Bare Soil,0.1913448083928845,0.030702231775797943,0.10276540337374855,-0.22322036052490246,-0.23704301873042233
Grassland,0.4470287985688979,0.5596029052931042,0.40464584555629135,-0.27657647583563605,0.14604254144425388
Bare Soil,0.01030567285803867,-0.004420038475416721,-0.03958882636480142,-0.36063865840868514,-0.16074349487166123
Cropland,0.5826556262159405,0.39041866273676645,0.36677496044369845,-0.0006036836312715982,0.2535999497515986
Shrubland,0.45129190988036993,0.24147211150189787,0.4913484904835779,0.12365483252482425,0.31189802261749294
Cropland,0.6516941568314776,0.23768117374914838,0.3245696755334278,-0.312392655844561,0.26172799485667586
Shrubland,0.5493219378503916,0.267064644394835,0.32097943611947555,0.07901110569324393,0.17171261881209252
Grassland,0.5641433973915221,0.360290788537294,0.5635024028895226,0.07381399309922956,0.1488512562068496
Wetland,0.2838193812414178,0.3700967663352902,0.5294341863979064,0.14626275096059527,0.5637400143229131
Dense Forest,0.7963893003578643,0.7543268483429456,0.6426570551693417,-0.1616953691964066,0.3201673964759771
Urban/Built-up,0.2477010653512441,-0.11052009642437334,-0.032132679119833904,-0.17388418470641587,-0.04926865431687018
Shrubland,0.5197283377610292,0.46159981914400966,0.26054682544060326,0.16779698603729337,0.16041395297981587
Dense Forest,0.746406684193234,0.662946911522369,0.6261518055219656,-0.16142493556367848,0.45768506745944465
Cropland,0.10807215201641188,0.2910623681554737,0.4882794027723702,-0.1341934507321248,0.2401366315712307
Water Bodies,-0.08591158413252298,0.053651176693866987,-0.26583255270104117,0.27774528703046614,-0.14458476226109035
Wetland,0.29075829548283105,0.34683572001215834,0.2857457137746343,0.07997445984599255,0.36939907563328944
Dense Forest,0.8157887353640174,0.5825550121805503,0.6769702083131293,-0.0443947390455553,0.19983489900527793
Urban/Built-up,0.0848746799654871,0.07834000605462642,0.029095561715092366,-0.42632458534032436,-0.039543611839607556
Open Forest,0.6703883388895114,0.6446653163271993,0.6887784184195642,0.1783778605405843,0.3976369504425917
Water Bodies,-0.052466701645068864,-0.09079932746207853,-0.27311473624203975,0.65118829222866,-0.21650066951383623
Dense Forest,0.8159971590771333,0.4752454503180416,0.7160690277009111,-0.24242697087711718,0.37044453648928427
Bare Soil,-0.0785812430323618,0.01886674647604021,0.1977905679957504,-0.22983526736297036,-0.30515664558898703
Urban/Built-up,0.0987128135353847,0.13830930421755158,-0.01757674587295606,-0.06377237608496916,-0.21175995924294042
Dense Forest,0.903847052704504,0.7156664997369464,0.7263612678799015,-0.12360591515963301,0.39741749032622486
Bare Soil,0.06863471310925948,0.08804448923655317,0.15305086271893656,-0.4867136288212423,-0.043548380745155754
Urban/Built-up,0.1509454060787177,0.11164336697039552,0.03084436085387035,-0.253330683603733,-0.07158600358715306
Cropland,0.5529116017981405,0.23577356523556517,0.6188257796694101,0.031451805371195615,0.1227680496931241
Dense Forest,0.7445714982164053,0.5031174563601613,0.6788921547783009,0.13875187246984325,0.432631820352941
Dense Forest,0.7601542691404646,0.5830256991111943,0.7384516830425559,0.10628656451272232,0.3511165367379945
Cropland,0.7223780809950866,0.11239722095310922,0.19476756267363246,0.1155451051528371,0.2637257861909899
Urban/Built-up,0.2655811787243591,0.044852543330527586,-0.056827794299488255,-0.19175072611296745,-0.1708194063414312
Urban/Built-up,0.14003690562485605,0.028009857678215573,-0.12260512215764316,-0.25819966635012637,-0.2281906753633441
Grassland,0.556181634864317,0.4035667251383833,0.5765136980171265,-0.320220152459544,0.3569776774527449
Water Bodies,-0.21384838469084325,-0.13561706965924336,-0.13784179747028985,0.6803204949528363,-0.3431241572196358
Cropland,0.21640820749184522,0.5871322893047515,0.3660650307455639,-0.26001107893500264,0.00552155581872598
Urban/Built-up,0.07547641255727747,-0.018024806763887263,0.13746353402011122,-0.30612682477839753,0.054372585429145644
Cropland,0.31260411920730025,0.2700496655646718,0.2536514792970105,-0.1888840428242865,0.2483644215213729
Dense Forest,0.82916929673945,0.6198340019868073,0.7154280992543884,-0.018282925613822776,0.3798578294241055
Cropland,0.205876191005864,0.6270893971926599,0.3325257320122497,-0.11611169334145423,0.1255369041846643
Grassland,0.5481984356977281,0.36945260746843817,0.35755096213565196,-0.05001259993124092,0.018371181039187
Dense Forest,0.7593108808751741,0.4900909629126711,0.7803706138712099,-0.141570213286028,0.3381254465876109
Grassland,0.5513362858251417,0.5792995336051778,0.5142247485404958,-0.08326846525866824,0.2749088250931948
Bare Soil,0.03131070222532238,-0.06669065993496362,0.037553761875068134,-0.19244549413665932,-0.18050326774130293
Dense Forest,0.6652682025347851,0.5262498500688564,0.7189598682339419,-0.1867493827843932,0.3536255630632011
Open Forest,0.7327692993002805,0.44154508379827184,0.4848760136429924,0.14813150410985843,0.3364913768716776
Dense Forest,0.9711516905382102,0.4654821434510183,0.5663446822587797,-0.32214177034025765,0.39322074679499064
Snow/Ice,-0.22457610117963198,-0.015033133021997769,-0.09009946660086662,-0.3866166990425679,-0.5181510864982967
Water Bodies,-0.2698276232749274,0.04721860750081307,0.09282943705500277,0.807204944046001,-0.3193765755023353
Water Bodies,-0.23511454908866103,-0.03787887304492428,-0.04944361984525727,0.6867777455069984,-0.4043327337930299
Open Forest,0.5608033138601931,0.5049965141153404,0.5636897928707121,-0.09717119866343017,0.2289086528157896
Dense Forest,0.6413118448132838,0.6503890749531436,0.6333453930485118,-0.07866163719097458,0.4636378956585545
Wetland,0.6542512056651161,0.36442035442861564,0.5676116146719793,0.27835449946323165,0.24454140794068746
Urban/Built-up,-0.09327012357960388,-0.017600979734996306,0.14805704741442222,-0.1757357566566451,-0.1427300568641655
Urban/Built-up,-0.04013186827012841,0.005279167866844195,-0.052778349135678325,-0.25119843399948094,-0.2688190571681271
Dense Forest,0.7805818521302441,0.5402074131368084,0.560393934645868,-0.20487956673323132,0.31654492753570185
Dense Forest,0.8680657078371037,0.8069125239462442,0.627459622323998,-0.012310627277416178,0.2884839757579769
Open Forest,0.648960743779953,0.3450079101922744,0.4266133619472128,-0.16958236474546956,0.21983872648561792
Water Bodies,-0.15163169978627972,-0.00785452325225237,-0.32478211557994907,0.8317972592865828,-0.1048749330022527
Cropland,0.6787706602587379,0.43710994535622977,0.4271416667984649,0.12910802664613946,0.2982622501706456
Cropland,0.42572699557869015,0.34576367217965165,0.0996647394516331,-0.0017431486909665686,0.0005182169257584857
Water Bodies,-0.08339745611754915,-0.07792117316271259,-0.2369651399739298,0.26616391204659084,-0.4668043642630366
Shrubland,0.6109855126100295,0.33871073566166165,0.34152305084930257,0.11551885485180527,0.1274168904314319
Cropland,0.6144657268615974,0.339025711110419,0.5679776756180511,-0.19257192106576107,0.018438359173865715
Grassland,0.5134391588078664,0.5999378488138953,0.5842540483072867,0.07447544794080749,0.13164831811139807
Cropland,0.641162157957502,0.43098955530792726,0.22603585343229848,0.08131030033455192,0.11325054904429056
Bare Soil,0.2696457235967342,0.09252639972018353,0.24914812516514628,-0.44009749518217317,-0.4625657645825946
Dense Forest,0.816453292787231,0.5960464215605076,0.790445556295679,0.07285460826700588,0.40556494546731053
Bare Soil,0.11248807216452436,0.11508825550820145,-0.05626387465458209,-0.2559042731618618,-0.08329371258177759
Open Forest,0.5172108659133363,0.4523302909085763,0.6316414189433911,0.12509328489872967,0.2696095311200556
Dense Forest,0.7704572446539818,0.689263519277656,0.7552445248981249,-0.12643097914673945,0.3073187274098153
Water Bodies,-0.041900493475088216,0.06683649114211788,-0.31203251220622996,0.7776239705232455,-0.2890370948177537
Shrubland,0.641983034348929,0.4193410923999229,0.29693360069149327,0.20272221764931847,0.1442875556932852
Grassland,0.4740876225284494,0.33717736544041726,0.5617165765659757,-0.27732933726887543,0.15963233470087423
Shrubland,0.3778236019294387,0.34276439705055706,0.46595728613658877,0.2073164973255799,0.24633315679361867
Water Bodies,-0.27424054551142796,-0.120079370545569,0.05428208483544458,0.44083593536801974,-0.09969237165742463
Cropland,0.5322200859828878,0.22247515328927236,0.0687520177450077,-0.05870654614928504,0.37237006780199294
Dense Forest,0.7800022601892872,0.7133833753016828,0.7965776574549979,-0.13301068979411373,0.3016007547303273
Shrubland,0.39960351843792,0.41455714727651016,0.4310556018257876,0.15535883733554234,0.2655445720427845
Dense Forest,0.7873974489727762,0.7860592637440497,0.5888878353519603,0.041481411301840874,0.31519100062013045
Grassland,0.3847054011889105,0.556472304095127,0.4492402365193138,-0.2422113468056554,0.2055850709534515
Cropland,0.5053520648374177,0.21969462769427464,0.6220775104789437,0.07732137006966103,0.10468094171528128
Water Bodies,-0.17358540955680646,-0.11045406490823584,0.028341260966247492,0.2717474772590127,-0.19135196639903784
Dense Forest,0.8514290957632418,0.7227914214837874,0.8221148042116231,-0.14956772209343117,0.43841072223254135
Grassland,0.4570478521671991,0.5513946665846414,0.3484702844890192,-0.004131738912078527,0.23419564155744663
Wetland,0.4993029469823404,0.4322235369251732,0.39532885551057834,0.37136800962051103,0.22615276091477024
Dense Forest,0.8440525411171649,0.4908580506872848,0.7183440058059608,-0.010605800368518659,0.37002974518083065
Bare Soil,-0.04034136520321327,0.10769070645763622,-0.19173352589236867,-0.44672289334249476,-0.2869969367388743
Dense Forest,0.7735898783735383,0.5511872738633931,0.746406829232397,-0.1384050049124287,0.47696714064433743
Water Bodies,-0.20766455337152123,-0.04198886905720914,-0.2765959923387419,0.452099192761059,-0.18312495905669401
Dense Forest,0.7831758209406285,0.5359630835575985,0.7092439476260914,-0.2258893430440383,0.22140873318965834
Shrubland,0.5682563224766415,0.25268497797013323,0.3886975005544812,0.17866017712753907,0.24703327617621554
Bare Soil,0.17277537267824464,0.11087380342406099,-0.07039554313198203,-0.5718123155836798,-0.21238912277662395
Bare Soil,0.28064183618662075,-0.021402479808413533,0.13002948356776717,-0.48356068368908606,-0.38404779550013346
Snow/Ice,-0.2664065167055846,-0.34610068671922434,-0.08233998827559291,-0.3656887473124399,-0.625536672628803
Cropland,0.5951029716456389,0.1226309211008548,0.34619544780509975,0.128992841551051,0.3705005961606336
Water Bodies,-0.10059026268045987,-0.2913576676559714,-0.17124764925818392,0.5499853879457871,-0.10605806633658964
Urban/Built-up,0.2499700224377404,0.0898108851721576,-0.12268721422173727,-0.02870499411220956,-0.1091187282257451
Urban/Built-up,0.1520223283110263,0.12002829179512202,0.11483327516595954,-0.11583115510878993,-0.18727678444347207
Bare Soil,0.19270007535108222,0.09740554770978849,0.04754209491465248,-0.27085364252708904,-0.03432602442563519
Shrubland,0.44490384039079556,0.2622700478641299,0.4698599414589044,-0.04441538236179776,0.212428585466871
Bare Soil,0.2257636291775037,0.10563412390426315,-0.00010887947064251724,-0.5053205626097931,-0.13941636062113977
Urban/Built-up,0.011332306478497312,0.09481030845072055,0.13381582556276364,-0.08549432359977385,-0.055316199480211006
Water Bodies,-0.28153313024442456,-0.020441106510430806,-0.009184431498462459,0.49148769629314504,-0.5283608256128678
Dense Forest,0.669973683242657,0.5074327341554895,0.7704966585265838,-0.019249780395263955,0.3786828957006593
Wetland,0.4002948259473022,0.40365076871638667,0.51527906583864,0.2978960072983253,0.2513519528916602
Grassland,0.5117218691518657,0.4929150540369326,0.32014741698995275,-0.05069273163106244,0.1607664604926886
Water Bodies,-0.24864466666589516,-0.006770017816836643,-0.147660998233659,0.7603450428244639,-0.44626085660992765
Bare Soil,0.11496165846047846,-0.031756916272369484,0.12291041816733381,-0.20162766178280955,-0.03999147134457898
Shrubland,0.48326620718706026,0.5177335573146963,0.2761941365270511,0.03790238428778184,0.1884950905319061
Cropland,0.568826890586313,0.11980388219394723,0.6044629113963187,0.01754375253549748,0.05177813715980196
Dense Forest,0.8390828310697491,0.6393720025764643,0.7793921057626767,-0.019283943862440006,0.19129566161774902
Dense Forest,0.7835857701298476,0.4439652548594128,0.760107888240381,0.029583652885076302,0.404158531326045
Cropland,0.7616179455755194,0.5514834594817926,0.29020084347102787,-0.039320461165688256,0.2563148417822321
Urban/Built-up,-0.010400726237670938,-0.01722309049345865,0.07903032030596,-0.39297367498979574,0.19643822607639697
Grassland,0.45145074928690726,0.33144223747500207,0.525757566631469,0.01526170919214588,0.1850899225787401
Cropland,0.5790118285516154,0.42688394003168945,0.2637262594878703,0.05911969392152419,0.14794146765657407
Dense Forest,0.7744375578035042,0.7768707563050522,0.7536506551311243,0.0029242788113227995,0.22322848956507912
Open Forest,0.5688588159912118,0.507155406568315,0.5817767025856893,-0.0729630148387284,0.22394813752883733
Urban/Built-up,-0.07294733808839442,0.059425753707577945,0.10426807822953225,-0.39993674591547734,-0.12170083929283756
Water Bodies,-0.11380552773251398,-0.05650157229294894,-0.09919962336755309,0.744277306425645,-0.44363199704737755
Bare Soil,0.16396189850098528,0.06842197743094704,0.12267749321770394,-0.40376718772693043,-0.3133539280539504
Shrubland,0.4966272563077234,0.48082875699424765,0.4298255979822297,0.20957855346335924,0.31052987351773104
Dense Forest,0.8324070263983314,0.5348813937030545,0.609690604203872,0.031124813533666307,0.5107107426556686
Cropland,0.2871603589518237,0.46350554545398065,0.30080341587882903,0.2124462718125327,0.270571686774554
Dense Forest,0.7275882311574262,0.565503306240687,0.8091498256323696,-0.04039017778773591,0.2767383849476438
Open Forest,0.4799886218844463,0.46004027103569456,0.4128342664010225,0.17527669719205946,0.42156091649945754
Urban/Built-up,0.19707436211854448,-0.015763747124474814,0.11728360882522615,-0.30539360667340393,0.06596850932962718
Shrubland,0.5602287692851287,0.23712718779481695,0.3668456971565356,-0.09873465194392922,0.12098955272991495
Shrubland,0.5187480205288726,0.41878665471468557,0.5251273655336512,-0.10210157833402009,0.173913762784628
Cropland,0.8097494957139603,0.5212412183739416,0.667716125802731,-0.10827923960908979,-0.09650691369344269
Bare Soil,0.02233782327483,0.06923421715660888,-0.007730558992727177,-0.4246450119642377,0.013460691023060592
Dense Forest,0.7486493054581167,0.6088409213521095,0.7382402313777336,-0.23269990093769943,0.1916186160361157
Wetland,0.44144578921137184,0.4024061034719771,0.3999295528922807,0.17901180990601637,0.5118041685171486
Urban/Built-up,0.15026364389510802,0.1468270367036919,0.10430865103474704,-0.21027981836511522,-0.053995519187433644
Grassland,0.42788045586907497,0.3006475215589133,0.4439510559036285,-0.020813481988477094,0.214361750768715
Bare Soil,0.07059054027880358,0.07578933772757372,0.02272921712319298,-0.45757418258071636,0.06763811934015526
Grassland,0.46703574498395656,0.5478496074687593,0.44741247814988466,-0.1370302408408372,0.36828812559155855
Snow/Ice,-0.1182487042752229,-0.15290949150367422,-0.37012680614163623,-0.3061310539250687,-0.2883421020100172
Grassland,0.4820480033048975,0.5805504883305714,0.35684438959281445,-0.018222209866758137,0.1369592450183777
Shrubland,0.4230904245718568,0.45534326126459856,0.414801868081478,0.081228162420665,0.08171500876992481
Cropland,0.6071879700358153,0.18143461458256904,0.5065256017184572,0.04597681930345075,-0.023106201517379563
Bare Soil,0.0980817898719997,0.05402315385388014,0.08026473555252325,-0.493981326935737,-0.35026665558927716
Wetland,0.6022467880119549,0.3138874813697604,0.5172748979017295,0.4123017599814121,0.3363165472398672
Open Forest,0.6249889070415139,0.5212236631523567,0.5237327977965265,-0.06143864058275171,0.16281577702540861
