LULC_Type,NDVI,EVI,GNDVI,NDWI,NDMI
Dense Forest,0.6610531808993364,0.5190754467550722,0.7306205985634777,-0.2569419333850512,0.4226057884081611
Shrubland,0.5230279139357431,0.34625337164267456,0.410760662994042,0.11601042930067404,0.16893049790007966
Open Forest,0.5275605128227802,0.5191330628461513,0.4633970964053272,-0.08721104552395235,0.356730521541682
Shrubland,0.5328318627086437,0.20012592675892488,0.5142561140668465,0.06272045507304529,0.06202778100908212
Bare Soil,-0.06251258534705843,0.03252135077025643,0.0164652719033909,-0.21354303385076373,-0.31264309894670717
Cropland,0.6040129532629607,0.3841773683842404,0.5414785524506077,-0.29555570594220354,0.2664405475048117
Dense Forest,0.8314085517123954,0.4361583987627157,0.6687513072950406,-0.2907357072051372,0.4737489321229602
Urban/Built-up,-0.018061501732238226,-0.019978904687837706,0.017344919868384864,-0.06779459008780224,0.047872436936137644
Open Forest,0.6685566237030883,0.4088113089138499,0.4301914970142464,-0.10816436596948643,0.36096670169091083
Wetland,0.4191881316080564,0.4007602284389739,0.287630553421176,0.21670626292152467,0.33338591592370537
Snow/Ice,-0.22422685677957888,-0.09468277432246175,-0.26543921675291976,-0.4844931548805511,-0.3660657978057609
Bare Soil,0.011910786606496547,0.038328269443448165,0.1105935547949411,-0.2282539188760215,0.021252335208165787
Open Forest,0.5402343643894717,0.5624742041940702,0.48601095288101204,0.17257893042641553,0.31226786874899687
Urban/Built-up,0.06876626825050972,0.07803988611060064,0.14434443692477683,-0.1037485685995804,0.0700689918307885
Urban/Built-up,0.04363300936152058,0.10504282909121415,0.05037678268486796,-0.2567845304751405,-0.06094599739798537
Wetland,0.3584761544324269,0.29157209443125043,0.34115670590321656,0.158591748268572,0.16508325603782084
Shrubland,0.5578983383373592,0.29990211024508484,0.36519158867659085,-0.05251311044867066,0.29086892136579934
Bare Soil,0.1988121768886682,0.14606127353954326,-0.06778033130680847,-0.15663501483810538,-0.05224856884647834
Grassland,0.39253851083412056,0.3764406153698373,0.47291273083018925,-0.170402070843916,0.22266721900447722
Dense Forest,0.6990384988468576,0.7649113376266977,0.6927217253297071,-0.22944055877292674,0.28491661551818076
Open Forest,0.4836492828894443,0.5616491618068871,0.5334881125607355,0.17069983537366293,0.32848919731628345
Water Bodies,-0.1915364081484766,-0.16469508949385978,-0.1728893322400098,0.6718315701811355,-0.4462166116263033
Urban/Built-up,0.06539391421792887,0.13930914435703154,-0.0016038136995007064,-0.30889726608435986,-0.2283242918190304
Open Forest,0.6040444692160231,0.33295941275161456,0.5961330809752584,-0.1599547922191985,0.20197529339591816
Cropland,0.279091503693718,0.5792918119776045,0.17287762357856062,-0.2550352808389064,0.2215628961089623
Shrubland,0.5481087415039488,0.40532153042576546,0.4605226985779292,0.07232292812940667,0.21434163284719013
Dense Forest,0.8413420305168218,0.6059726970185395,0.6709287524408777,-0.2702604496431743,0.49709547125128434
Dense Forest,0.8267776195801635,0.7055851091140541,0.6476187840948844,-0.18386349522927972,0.3421733810621967
Shrubland,0.34790590634223817,0.3155934176614304,0.44843201040492664,0.0967031316660105,0.2710329397529822
Open Forest,0.7244337672706394,0.5468312123162448,0.4712578673355318,-0.2668715872046466,0.24858069993667026
Cropland,0.16610505230293557,0.16250742349152938,0.23706501841603006,-0.26149961026747687,0.165268011128774
Urban/Built-up,0.17387196882467848,0.10770218211706728,0.05951154963959469,-0.27431109377264856,-0.04777926971401814
Grassland,0.6334756275599511,0.25967200960766174,0.504101407230411,-0.13970238140176677,0.178435218028217
Dense Forest,0.8302482874936906,0.46645769278995225,0.6400403024926893,-0.10804014949480611,0.2129381928679214
Wetland,0.6490107260521186,0.3867848619438022,0.21739148408477232,0.38684014807542766,0.2637527059678189
Grassland,0.5220036155140076,0.38993249435402433,0.5496429237160274,-0.09915508329422083,0.3138052782647766
Dense Forest,0.8952282117439073,0.5509742529990967,0.7013057951291953,-0.10223058236995858,0.3186263876138162
Wetland,0.40059754622949867,0.5959638874964096,0.3704567289922387,0.35350298174882405,0.22985639692089754
Grassland,0.682051054354495,0.41656765401255913,0.39041628123893185,0.061781150171339394,0.16506520942553174
Grassland,0.6207032827268566,0.46080413002707515,0.49695855090248714,-0.26524006604524447,0.16169093173663213
Grassland,0.6409127260219453,0.27784310108596344,0.5095083366076084,-0.27573934581208387,0.09567830360818028
Dense Forest,0.7292161486031342,0.7449383731160311,0.6897823824120963,-0.19396800806922831,0.3254668202989492
Snow/Ice,-0.2725940024768729,-0.1796414345734748,-0.2037401096872149,-0.5241219067815248,-0.3319687634291154
Snow/Ice,-0.1353509332598628,-0.053472034848423305,-0.10002763023518096,-0.4240427220351577,-0.2327258364621621
Urban/Built-up,0.10501935622708106,0.09750690162138327,0.14048362438360246,-0.08866390234260166,-0.2268905095491015
Grassland,0.5264497896629928,0.2561820295242627,0.4563145404313936,-0.09600572107975786,0.3264546469793792
Cropland,0.7267878260204962,0.24297708115657302,0.45053122330998474,-0.32394022624727714,0.29660826539227947
Open Forest,0.6530932344271019,0.46869791332974775,0.4275358147204716,0.0949103658475959,0.3169732327791883
Grassland,0.633912361208527,0.4587150911453831,0.3931206270477744,-0.08689349675721342,0.223880874900455
Shrubland,0.5526669633179223,0.3427310771880354,0.35521052467089326,-0.1923545566565633,0.14071702475169867
Open Forest,0.4842169881744056,0.4975586812400389,0.43757757232293526,-0.1089033061565402,0.10707299549564564
Water Bodies,-0.22669719222050033,-0.006190933594936351,-0.2925395871812227,0.6590630292769842,-0.43072258310422656
Urban/Built-up,0.026648416890382914,0.09434178704845034,-0.0523438605860692,-0.4242951070358336,-0.15470937691958186
Open Forest,0.598443885772365,0.515803840638006,0.45067235492629903,0.022747809449031695,0.12690495667246876
Dense Forest,0.8782334621328719,0.7664422034094371,0.6825636571313853,-0.025531762248621612,0.28033821465674724
Shrubland,0.5102101978405685,0.4299619346469195,0.3284808631780654,-0.1065698324994829,0.25195870621413835
Snow/Ice,-0.37792993677044984,-0.1079522224735975,-0.11498527459610286,-0.5947989366575398,-0.26755845453964744
Urban/Built-up,0.11068288365553772,0.1852242672779443,0.1865988431368834,-0.1718052172848008,-0.2505271790941723
Bare Soil,0.03544291555752904,0.11042004228929243,0.13106547788314077,-0.164762042814339,-0.15423095041965387
Water Bodies,-0.03886698667672556,-0.08124214140559492,-0.18348239156012205,0.7286505645467131,-0.3321365040542809
Cropland,0.3390290257865992,0.3887440321797862,0.25758380901779854,0.004899973802185334,0.091063205713944
Water Bodies,-0.2611513500853432,-0.1663906966797382,-0.23146094469576955,0.7737045407058697,-0.46128095841076994
Open Forest,0.7245918566704498,0.4589881303666656,0.4583597805691483,0.18787210333600873,0.16612491385927752
Shrubland,0.45013657712319255,0.4386556085410855,0.3760131705765291,-0.17538138160858563,0.18083256135684211
Grassland,0.660585822743955,0.44130034946737134,0.5324958187386606,-0.02064537320908263,-0.034626548355732284
Bare Soil,0.07198584845299505,0.29914411037696,0.08012403699177074,-0.3446100668733584,-0.2222749197274173
Grassland,0.49546809750607074,0.5055882093110059,0.42603840759959954,-0.10833069284895062,0.2826332288173996
Urban/Built-up,0.18590133695738267,0.1657177849022504,0.18134895865399722,-0.32986521386733103,-0.04686681997596961
Dense Forest,0.8318329447840008,0.5115414976860472,0.7512847627999432,-0.105068501558832,0.39553188618452384
Dense Forest,0.7912562779604081,0.6453499396985423,0.6194503104914195,0.030980374270149887,0.38103068275812285
Cropland,0.23864345533672243,0.5268311539439251,0.25336229340142313,-0.11354309596042965,0.39071283719650907
Urban/Built-up,-0.05658924916135634,0.002576781291772086,0.2082748632956626,-0.3448080991423898,-0.08132201092950336
Shrubland,0.5878449870666487,0.3190253761286512,0.40195178137718396,0.06926757450235972,0.14855736606185851
Wetland,0.633250038256393,0.46834919605972797,0.6253979349534818,0.30086917943725683,0.524087550692178
Shrubland,0.5084617420491254,0.3083802111320027,0.39889858492957325,0.04193523356445719,0.2527519452150712
Dense Forest,0.7973968778295982,0.5599523376934987,0.5248193308084615,-0.26348598753556607,0.31256760714582393
Water Bodies,-0.14038190872710757,-0.13038990882872023,-0.3053412667208819,0.6696871242732315,-0.29967977673862817
Snow/Ice,-0.16604757853063581,0.06526192890597261,-0.17485928417090776,-0.4836899502575813,-0.5039800409875945
Grassland,0.6735596174872084,0.4982318207169332,0.5386019532050288,-0.15796187928548316,0.09949918635222454
Water Bodies,-0.13804543658344876,-0.10909618126199748,-0.14191244881648168,0.6172455732849004,-0.5110370462202739
Urban/Built-up,0.16554521487015283,0.24047380585654704,0.109616401087863,-0.3212182315859518,-0.10094972867600002
Cropland,0.5766433378483725,0.31071178244775166,0.1542445325847627,-0.23540457682219124,-0.04246389580459693
Grassland,0.5622447657793649,0.5745977494102572,0.5024815913872984,-0.15260601463740114,0.27814545282343456
Dense Forest,0.7552839459693603,0.4408667971330527,0.6020324357089908,-0.29081363541648614,0.29760421151205396
Shrubland,0.5205657734596432,0.23874860503027334,0.2474421893609659,-0.019442678642348818,0.25994258496645567
Dense Forest,0.7360902283823111,0.6849513479432592,0.6538596443842605,-0.23224787874420527,0.296757279492223
Shrubland,0.39765646041812586,0.37168614939902894,0.28589896197462805,0.18119460351735034,0.24192905614348637
Dense Forest,0.8285062350547764,0.6678374627109721,0.7099328192358644,-0.11323844031698045,0.3653022784888474
Cropland,0.22451409836870354,0.5059993774088506,0.42510816194427464,0.07800343806054887,0.10841256511489805
Urban/Built-up,0.01725221727262579,0.08407460731966183,0.1293019750786366,-0.41257789956942437,-0.2755296128054464
Shrubland,0.39222239165101125,0.4420027638034718,0.38751044226708986,0.14073672066485063,0.16734406904973764
Wetland,0.5462025222113219,0.42837962501876686,0.3598894042740146,0.2211509585459841,0.3965808022117399
Cropland,0.296255917655965,0.3111462388337606,0.5225368126845,-0.2792263221470788,0.051857265731453286
Urban/Built-up,-0.001798401342886849,0.19788854610036422,-0.13898025800180908,-0.2685807853481337,-0.16110066644216245
Water Bodies,-0.05496497019618043,-0.06503275631789585,-0.18643951761089456,0.703699627413963,-0.12407827342866742
Wetland,0.5188692553955345,0.41614349684070995,0.2212331917298513,0.3688487894254042,0.13524648929148578
Cropland,0.49762316520538963,0.5098657726956421,0.2124074822081492,0.08777127806630892,0.2029073045907397
Grassland,0.41612408030547193,0.43232492915606324,0.4726724841978394,-0.1558645925047199,0.15536783519334052
Bare Soil,0.09834719897087657,0.15184914992486304,0.09313742349867711,-0.2572827366937428,-0.34362350757089893
Snow/Ice,-0.32842902178440914,-0.16157899791504549,-0.2414738487147243,-0.45632055747777867,-0.418781052467226
Urban/Built-up,0.1311044762335577,0.22759331953139852,-0.08294999030269636,-0.3910495018444118,-0.08056730907653974
Cropland,0.22371312500803614,0.2338056834845137,0.5892779937223437,-0.057958977257697566,0.10059653072514593
Cropland,0.5397776726599026,0.3396723127527099,0.22994978599499644,-0.12385308146616077,0.39863235087902654
Open Forest,0.6508912251241176,0.5545705616982208,0.4987355676441239,-0.028754276888757195,0.31502368981581336
Urban/Built-up,0.13877502907533226,0.17431222999348642,-0.04101420511965515,-0.22254365073582172,0.09797083989238707
Urban/Built-up,-0.06440067302470058,0.033982887173725385,0.13924968411182945,-0.2808243498112818,-0.11461131321248126
Dense Forest,0.7861952029427929,0.5593658510815596,0.7287796922420584,-0.17626380153456914,0.3418801685158794
Dense Forest,0.751144211750812,0.4018315284179405,0.792086140986481,-0.06970908770933074,0.488763826997883
Cropland,0.6501537197883298,0.42000511057099293,0.23424396523749152,-0.11932225187810223,0.03465280797732198
Cropland,0.7316653031051586,0.07620101023172625,0.4844345822654777,-0.08571144223794475,-0.044103766518675785
Dense Forest,0.8651557607072424,0.6260657623603737,0.7891817373399539,-0.13997483183733755,0.28437236089520884
Urban/Built-up,0.02233486124207415,0.1451998517261881,-0.03258600232319232,-0.376319466026374,0.02282782339527037
Open Forest,0.5065961882511736,0.5957593341438525,0.5258101379145922,-0.23255315119067993,0.07710478856234376
Cropland,0.39129257200744044,0.3999358026914494,0.34600253172920353,0.13752122762013091,0.02666755041774426
Cropland,0.5635360793793389,0.4542627192227149,0.3971050991231859,0.00146642006591809,0.3300003592274893
Cropland,0.23830034655550567,0.5344134796575721,0.28496728679423855,-0.08999780335231523,0.262020901506379
Dense Forest,0.8002695997838802,0.7151244747057787,0.6437652633294956,-0.14820402870835336,0.5379546849834789
Bare Soil,0.05944224317078437,0.036096669276192754,-0.03183139022083297,-0.2564581097271283,-0.3245916772412681
Dense Forest,0.861161492173324,0.48036061786313566,0.6659483437569019,-0.06679889036112752,0.4807957236555783
Open Forest,0.5657446272419582,0.47753152572445534,0.5614253403642055,0.10611562635685298,0.2943812729694003
Wetland,0.28988023020333176,0.2596958112607733,0.35463804222213363,0.26043989941921614,0.35292344190011143
Urban/Built-up,0.018334735981657593,0.04494238887012232,0.13104614471991188,-0.38526075058464004,-0.13124803168673704
Open Forest,0.6791604634295906,0.40697739725466436,0.5760614928788966,0.12717586920509388,0.19796733190542543
Cropland,0.16043503289947095,0.3558142111121325,0.36484182979374974,0.14439386967565654,0.3600497616049153
Shrubland,0.4382668834477542,0.38145089130050863,0.3518505857250817,0.11051499242340349,0.3671115366057078
Open Forest,0.7468582450887908,0.3728200028274252,0.6274306308631789,-0.22247089577266685,0.27552139545931353
Open Forest,0.5144191908001617,0.4120996965519266,0.5074270307343407,0.022488356683200414,0.3085972515570837
Dense Forest,0.646175535949142,0.6242884085463186,0.7772550433501567,-0.2204744945783125,0.3430164129044768
Bare Soil,0.12074670500195092,0.011883004601901642,0.0953988216718464,-0.2631147683105114,-0.35327137628738625
Urban/Built-up,0.08206424865255976,0.17211812372891133,0.19851397651382263,-0.3525029499334478,-0.133519377664132
Snow/Ice,-0.22925080180281876,-0.30154875871328707,-0.23162526796673694,-0.4135674501473441,-0.339433015574414
Open Forest,0.7156339469835876,0.5063801562709331,0.5521823447488734,0.1768782465924954,0.28263517120663095
Urban/Built-up,-0.032023530540443726,0.10154801890938202,0.11692222552956141,-0.07906830947601459,-0.03978107878235433
Dense Forest,0.7942485794103503,0.7447133370277097,0.6290719482309555,-0.13262996821067158,0.3547670021867353
Urban/Built-up,-0.008388006213729444,0.027585165685967663,-0.0018878249009276855,-0.23439892602593582,-0.2443446783335464
Cropland,0.5853087869754018,0.14973678180132458,0.630859203952732,-0.19242936961500928,0.3213505902870462
Grassland,0.5055335754861582,0.42537769400050446,0.4807343575771873,-0.07354467163814776,0.19196036555453624
Dense Forest,0.7458020104737488,0.5562143608519157,0.6624927742547113,-0.12412085493430161,0.20300570737329449
Dense Forest,0.7734077061581976,0.5825199283047606,0.7279272576204157,0.037871835063819706,0.21380439714815236
Water Bodies,-0.30208676215037444,-0.2295992758165382,-0.13323606201402008,0.7621915805864411,-0.3923126856358855
Dense Forest,0.8295332376510202,0.6610248938500843,0.688036491345575,-0.11566143710205037,0.33465769992154126
Cropland,0.6937744307942484,0.3425899538385597,0.6798843471572394,0.02117492651761102,0.05119647211973198
Shrubland,0.5370807114343275,0.30204968168408364,0.45144755351192023,0.05943405337250967,0.2590741361015623
Cropland,0.7111336037999358,0.35246583681507565,0.4099785858863735,-0.24695287375705138,0.11417035613986438
Grassland,0.5025652676763196,0.34075846916839925,0.49625835183599815,-0.19901046062524275,0.07124134904489748
Shrubland,0.4924540233333125,0.33224391589000696,0.45223757737847436,-0.0854120255456648,0.08719189394502166
Snow/Ice,-0.2592691959936785,-0.17782691077132018,-0.01653238736053174,-0.567843622095551,-0.5075728577476488
Water Bodies,-0.16029262001932856,-0.04561495251762596,-0.13852466192468557,0.5634084141298785,-0.3964793673128809
Open Forest,0.6268778837396611,0.33191397659263433,0.5433607450790051,0.2062371471480225,0.31786048715739934
Water Bodies,-0.14760765491154432,-0.1835096306680097,-0.28126284644440236,0.38749032278022416,-0.5226016072958759
Dense Forest,0.6981239769275012,0.5386460747538138,0.7607940906973374,-0.002584609972098195,0.4219821169399634
Cropland,0.4946950059696447,0.47349635471877166,0.3287128567720918,-0.06747639465063848,-0.06925419870123273
Dense Forest,0.6975726848988322,0.5853564757965993,0.636987141956054,-0.2530209161828657,0.4477469815535049
Grassland,0.5580312366412896,0.5428325144785429,0.4654184756205934,-0.1555659549778879,0.13873617660596538
Dense Forest,0.8965909330528383,0.6625106500235108,0.6196946507361358,-0.09805362953702178,0.24367326805183237
Dense Forest,0.8910344129896802,0.5412860780638242,0.7081462019658029,-0.24491544390921893,0.30816219055128824
Urban/Built-up,0.21331288726845848,0.04056690280017944,-0.004879589834871304,-0.1887137384829689,-0.19478240360210303
Wetland,0.3993930406092807,0.3680266536346528,0.5615368732522993,0.12248484628805667,0.31978796101966656
Bare Soil,0.05387603916398889,0.09402676538430664,0.10145298889894935,-0.25258839262370614,-0.15695521765041176
Grassland,0.6009076291331121,0.31765591800053555,0.5451426633627817,-0.03364515569336591,0.06534135628046712
Dense Forest,0.7792876438549659,0.5040305116664635,0.685201203152557,-0.2552494427311565,0.26217573202307615
Bare Soil,-0.07415264959525981,0.016865287492631165,0.0021762803772959263,-0.22799520448750885,-0.15975580480895035
Urban/Built-up,0.05360047317255459,0.026719270748867933,-0.03451524708263021,-0.23407600916108165,-0.1273464815418938
Urban/Built-up,0.16084026636294746,0.13289899388752102,0.08544658655803837,-0.21952026449316828,-0.009979540006057653
Cropland,0.4120066456015534,0.5084309685813382,0.4314378018871715,0.12579832343467687,0.36712820753014563
Urban/Built-up,0.11750749672364581,0.18668908241242768,0.015086390731012379,-0.12218960010747376,-0.22462892694539402
Urban/Built-up,0.023635583697172585,0.016081937197408025,-0.03176760835963377,-0.22810927645176804,0.12985314549448623
Wetland,0.41498402366516524,0.30594555790038686,0.6852835353826257,0.4409849432691655,0.458871237921938
Bare Soil,0.06226953845937149,0.052628446001547806,0.04115231182154551,-0.10143021969413141,-0.07013607170321653
Grassland,0.5813576586114174,0.26820797641883765,0.5254345827729857,-0.168689857512015,0.14225684867308097
Dense Forest,0.7414672333032928,0.7370555320721002,0.6577250508146623,-0.13173815915566123,0.558750918171575
Dense Forest,0.792325981692422,0.5555748070264188,0.6204458516625189,-0.3381763438723283,0.3276281956009465
Urban/Built-up,-0.07519024436111096,0.10188227964970198,0.05782283218203239,-0.2536638008803189,0.02170683436360192
Bare Soil,0.09825520891098856,0.08115133086192253,0.12268572686987145,-0.22375031139386772,-0.3781389646589282
Dense Forest,0.6492483845997359,0.4839216232968894,0.7408549308172067,0.01713857912928697,0.2129941227743039
Snow/Ice,-0.24041639280313512,-0.15722835036475427,-0.12246639626520872,-0.3211268594134147,-0.24378964505273823
Bare Soil,0.02122376872884181,0.035518798013999,-0.07383563686590709,-0.1928428739460249,-0.07870420719602497
Grassland,0.7391790483323654,0.3845309043562214,0.4282990535238808,-0.22994381375926176,0.11513289666189523
Water Bodies,-0.0905108208061022,-0.1827353720463483,-0.131148895757338,0.7422831822863937,-0.4269432231116583
Water Bodies,-0.1058163091792569,-0.011196929184549897,-0.15009168881520785,0.6149699052043529,-0.5570631121956293
Cropland,0.6720539918247932,0.36315019114962666,0.4056615059370501,-0.1657027675401871,0.3835929483823109
Shrubland,0.33982914492034955,0.28003127688251406,0.3943359406382172,-0.25279345130588476,0.23993056105128724
Open Forest,0.5574854431393851,0.42257514093018744,0.5299104984606898,-0.08836419821499963,0.3113541289427583
Dense Forest,0.8019457962843813,0.5359850981812426,0.6914900472658272,-0.1891678902375413,0.19138763528284858
Shrubland,0.43682289988007694,0.29315443663447405,0.4780597970045519,-0.12520362717406977,0.14404690094667405
Urban/Built-up,0.13553490287052794,0.051835902091038985,0.01797946446270519,-0.2411374796918011,-0.14540363743400608
Snow/Ice,-0.27347417330597384,-0.1426408500413147,-0.19699183306640794,-0.39987445376318514,-0.24775722102856967
Bare Soil,0.17884814925826606,0.011979268614083813,0.2059559734770578,-0.38019490645158704,-0.20019468315805836
Wetland,0.4822943852368974,0.2601144966436546,0.3394454983422188,0.2233508918884684,0.26750348855652956
Open Forest,0.6668502216835345,0.6002231004875642,0.6366880842718355,-0.10801186190797687,0.2332329576581564
Water Bodies,-0.12894439557834475,-0.16231901058433962,-0.16499538113893653,0.3062483949214261,-0.33471879085649536
Water Bodies,-0.1899168096454265,-0.159871795447683,-0.09297737148404972,0.29317788406716455,-0.2003639588534375
Snow/Ice,-0.13708760566443343,-0.03817345167342691,-0.27816835587487576,-0.3600153286349597,-0.4482300085412098
Open Forest,0.6748231134434954,0.35569508892809276,0.5408398232527419,-0.025773513236705906,0.1788405068894116
Open Forest,0.4442787048987374,0.5050411780389272,0.5936221212740898,0.03766884510923281,0.1770363478188234
Bare Soil,-0.1182205357251894,0.026546883231577056,0.011901805249573377,-0.45962220369390056,-0.010841506875523819
Water Bodies,-0.10947970831174529,-0.2805682041617834,-0.19859152773427755,0.48325631458489215,-0.2567797830736009
Urban/Built-up,-0.06795497514673739,0.06770047910171922,0.07639726110177188,-0.11497190658896181,0.11105619935525866
Urban/Built-up,0.10413040996692856,0.1298599226599802,0.2576465512205938,-0.3952728461658283,-0.26825779039007575
Water Bodies,-0.2747921435019972,-0.16426039768791234,-0.2336254710047893,0.5125595187539931,-0.3641957519103896
Shrubland,0.37680333493807083,0.30321793861164226,0.47122142138772194,0.3147113844022599,0.23354070100578572
Water Bodies,-0.256047928775161,0.040764986469313945,-0.2472561984686895,0.2808286610923859,-0.1733331396962529
Cropland,0.7412429240085405,0.4831023190878848,0.5722706031668542,-0.223962279780824,0.22328594424993953
Open Forest,0.6435595500906881,0.33819654648204045,0.6674957834288525,0.011433412666891282,0.305709151514556
Snow/Ice,-0.3079292348389123,-0.08520745341780239,-0.08543967005538916,-0.4327970153685536,-0.48099507848985523
Snow/Ice,-0.15779681080937766,-0.3159286938544993,-0.2834148744139789,-0.5380796893477318,-0.48296812726268085
Grassland,0.5758298020553684,0.6451376408994002,0.5483919697516666,-0.016191357249427565,0.12760888024882405
Water Bodies,-0.0427688061969332,0.08554436628083348,-0.21727010431894764,0.4192588704039415,-0.2089500764639047
Cropland,0.7085248286818118,0.3189350886581025,0.25793702752031167,-0.17571108728191498,0.06962680590683237
Water Bodies,-0.10026692207763199,-0.013226320860257587,0.026389214896806457,0.6943364653837043,-0.28669684981622295
Grassland,0.6444615025605333,0.34984447686649456,0.5150675737495498,-0.021754916811205158,0.22723987980280977
Cropland,0.27902854061685567,0.512300295840488,0.34298543267537274,-0.21924177313500928,0.22018863486937382
Dense Forest,0.8742844899316025,0.6521404238872784,0.7901738632282268,0.07527456555589537,0.3044720430477422
Urban/Built-up,0.08098359490453963,0.129894072417226,0.18794701489166277,-0.1363897892829776,0.0954721191415108
Wetland,0.4499847856137602,0.3826555720126539,0.25781487316114743,0.3955064232791857,0.26351263976913725
Bare Soil,0.15942153947826698,-0.08305264981825111,0.13155176562811177,-0.2435617804953989,-0.09569475172276184
Dense Forest,0.7447990093320073,0.6500175697980829,0.627903186279246,-0.10481960256278292,0.29019371847306263
Open Forest,0.587395283153536,0.34003138290160556,0.5050011804079831,-0.13135123483245653,0.35043394862347366
Wetland,0.555081047238524,0.5064670320632656,0.43441827566187724,0.25528225886238,0.4653827761961153
Urban/Built-up,0.1770198266792134,0.03749730620014119,0.008377009939487569,-0.3052717908120066,0.054801833046677
Urban/Built-up,0.1677819073742911,0.005616885382215272,0.004734991768789734,-0.12793475324051795,-0.14529297947649567
Cropland,0.4144294568455017,0.20844536794525773,0.4193688280904097,0.027124638489870914,0.3212925316020207
Urban/Built-up,0.036049073530519206,-0.06824346501785693,0.052883874690205716,-0.45891548819058237,-0.048097608085422364
Grassland,0.6848197511295363,0.3852213511804504,0.389526065729819,-0.12650839529491023,0.25693309886640514
Urban/Built-up,-0.10809338944829373,-0.00602071767056034,-0.04493672672012074,-0.3350985685351174,-0.11609780217444587
Wetland,0.6589787296116203,0.34016856957338815,0.5609714644933878,0.14476601579239687,0.27654870691111566
Grassland,0.3688123999708834,0.5970099012870242,0.6346737861411162,-0.19767270898398337,0.1417101715098935
Open Forest,0.710069397634335,0.4302600076162931,0.6010142728696919,-0.04511132843982596,0.27423628530665983
Dense Forest,0.7605039241158235,0.5803234112287935,0.7334350637249007,-0.16078148582335627,0.40759545431705485
Cropland,0.6331556944011851,0.3293091399690472,0.5884241464715272,0.05344131511040198,0.28424439569995436
Bare Soil,-0.18527778835872782,-0.1407896493988941,0.040164788748579996,-0.41804212095477855,-0.06938014688963112
Dense Forest,0.872876211934446,0.5520269097325854,0.6521314903575997,0.06561425998210181,0.3861503992446387
Water Bodies,0.014039445193071223,-0.04376551594744247,-0.36980602253561556,0.4639414095489978,-0.14613820688560936
Grassland,0.6760576493625476,0.4746761653299773,0.42780691657547226,0.015545042300705286,0.1732615094981368
Cropland,0.20783318313933838,0.23705739847729781,0.4663200804192035,0.13238239438324176,0.06202901666049948
Urban/Built-up,0.20389566227463352,0.1670808891970998,0.1784501952049569,-0.24405251156510638,-0.2399918055156882
Urban/Built-up,-0.022255725248648356,0.08603720317986034,-0.004377816119662904,-0.33582823458069283,-0.28236181670779636
Shrubland,0.6138342370355893,0.2431395066715985,0.3567925431700788,-0.11431243111720726,0.07481557314541819
Bare Soil,0.08565187956660664,0.08006588640801507,0.05675035005394341,-0.43274629656911445,-0.25462569685209124
Cropland,0.5415077290436808,0.49989899391729453,0.6157538777631143,-0.30510433402781145,0.03362129810141345
Water Bodies,-0.1481430585630136,0.0037821656683577135,0.002537516790726409,0.5572772166957919,-0.36254914231790114
Snow/Ice,-0.272854846093693,-0.18737136091063958,-0.07253060713770934,-0.5274891210043546,-0.48567042470469535
